student_answer,teacher_answer,label,question_id,q_answer,q_answer_ordered,q_stopwords,q_stopwords_ordered,q_stemmed,q_stem_ordered,q_lemm,q_lemm_ordered
"Sammy - Sammy's idea is easier because if they are using different materials and Nathaniel's idea is only using wood, then you can not really tell them apart even if they are different sizes.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and apart are are because can different different easier even idea idea if if is is materials nathaniels not only really sammy sammys sizes tell them then they they using using wood you,sammy sammys idea easier different materials nathaniels idea wood tell apart different sizes,apart different different easier idea idea materials nathaniels sammy sammys sizes tell wood,sammi sammi idea easier differ materi nathaniel idea wood tell apart differ size,apart differ differ easier idea idea materi nathaniel sammi sammi size tell wood,sammy sammys idea easier different material nathaniels idea wood tell apart different size,apart different different easier idea idea material nathaniels sammy sammys size tell wood
Sammy's - Because the materials he mentioned were all different. So if they are all different you can tell the difference between them.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all all are because between can difference different different he if materials mentioned sammys so tell the the them they were you,sammys materials mentioned different different tell difference,difference different different materials mentioned sammys tell,sammi materi mention differ differ tell differ,differ differ differ materi mention sammi tell,sammys material mentioned different different tell difference,difference different different material mentioned sammys tell
Sammy - Because if it were all the same material it would all sound the same but Sammy used different materials to make things sound different.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all all because but different different if it it make material materials same same sammy sammy sound sound the the things to used were would,sammy material sound sammy different materials things sound different,different different material materials sammy sammy sound sound things,sammi materi sound sammi differ materi thing sound differ,differ differ materi materi sammi sammi sound sound thing,sammy material sound sammy different material thing sound different,different different material material sammy sammy sound sound thing
Sammy - Because they all do not sound the same.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all because do not same sammy sound the they,sammy sound,sammy sound,sammi sound,sammi sound,sammy sound,sammy sound
"Sammy - Because a material has a sound. Like cardboard makes a thump and metal makes a ring. So since Sammy has different material, we could discriminate thing easier.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",a a a a and because cardboard could different discriminate easier has has like makes makes material material metal ring sammy sammy since so sound thing thump we,sammy material sound like cardboard makes thump metal makes ring sammy different material discriminate thing easier,cardboard different discriminate easier like makes makes material material metal ring sammy sammy sound thing thump,sammi materi sound like cardboard make thump metal make ring sammi differ materi discrimin thing easier,cardboard differ discrimin easier like make make materi materi metal ring sammi sammi sound thing thump,sammy material sound like cardboard make thump metal make ring sammy different material discriminate thing easier,cardboard different discriminate easier like make make material material metal ring sammy sammy sound thing thump
"Sammy - Sammy because wooden blocks will make the same sound and Sammy's code will work because plastic, metal and wood will not make the same sound.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and and because because blocks code make make metal not plastic same same sammy sammy sammys sound sound the the will will will wood wooden work,sammy sammy wooden blocks sound sammys code work plastic metal wood sound,blocks code metal plastic sammy sammy sammys sound sound wood wooden work,sammi sammi wooden block sound sammi code work plastic metal wood sound,block code metal plastic sammi sammi sammi sound sound wood wooden work,sammy sammy wooden block sound sammys code work plastic metal wood sound,block code metal plastic sammy sammy sammys sound sound wood wooden work
Sammy's - Because Sammy's method uses different kinds of blocks and it is easy to discriminate things made of different things than discriminate things all made of one thing.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all and because blocks different different discriminate discriminate easy is it kinds made made method of of of one sammys sammys than thing things things things to uses,sammys sammys method uses different kinds blocks easy discriminate things different things discriminate things thing,blocks different different discriminate discriminate easy kinds method sammys sammys thing things things things uses,sammi sammi method use differ kind block easi discrimin thing differ thing discrimin thing thing,block differ differ discrimin discrimin easi kind method sammi sammi thing thing thing thing use,sammys sammys method us different kind block easy discriminate thing different thing discriminate thing thing,block different different discriminate discriminate easy kind method sammys sammys thing thing thing thing us
Sammy - One is made out of wood and the different material.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and different is made material of one out sammy the wood,sammy wood different material,different material sammy wood,sammi wood differ materi,differ materi sammi wood,sammy wood different material,different material sammy wood
Sammy - Because metal makes a very loud sound.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",a because loud makes metal sammy sound very,sammy metal makes loud sound,loud makes metal sammy sound,sammi metal make loud sound,loud make metal sammi sound,sammy metal make loud sound,loud make metal sammy sound
Sammy - I thought Sammy's idea was easier because different sizes and shapes is harder.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and because different easier harder i idea is sammy sammys shapes sizes thought was,sammy thought sammys idea easier different sizes shapes harder,different easier harder idea sammy sammys shapes sizes thought,sammi thought sammi idea easier differ size shape harder,differ easier harder idea sammi sammi shape size thought,sammy thought sammys idea easier different size shape harder,different easier harder idea sammy sammys shape size thought
Sammy - Because they are made out of different stuff.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",are because different made of out sammy stuff they,sammy different stuff,different sammy stuff,sammi differ stuff,differ sammi stuff,sammy different stuff,different sammy stuff
Sammy - Because they are different things so you can tell what they are because they are different and just wood kind of makes the same sound.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and are are are because because can different different just kind makes of same sammy so sound tell the they they they things what wood you,sammy different things tell different wood kind makes sound,different different kind makes sammy sound tell things wood,sammi differ thing tell differ wood kind make sound,differ differ kind make sammi sound tell thing wood,sammy different thing tell different wood kind make sound,different different kind make sammy sound tell thing wood
"Sammy - I think, Sammy because it has different materials and different sounds.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and because different different has i it materials sammy sammy sounds think,sammy think sammy different materials different sounds,different different materials sammy sammy sounds think,sammi think sammi differ materi differ sound,differ differ materi sammi sammi sound think,sammy think sammy different material different sound,different different material sammy sammy sound think
Sammy - Sammy got metal stuff.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",got metal sammy sammy stuff,sammy sammy got metal stuff,got metal sammy sammy stuff,sammi sammi got metal stuff,got metal sammi sammi stuff,sammy sammy got metal stuff,got metal sammy sammy stuff
Sammy - I chose Sammy because you can tell the difference of plastic metal blocks of wood.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",because blocks can chose difference i metal of of plastic sammy sammy tell the wood you,sammy chose sammy tell difference plastic metal blocks wood,blocks chose difference metal plastic sammy sammy tell wood,sammi chose sammi tell differ plastic metal block wood,block chose differ metal plastic sammi sammi tell wood,sammy chose sammy tell difference plastic metal block wood,block chose difference metal plastic sammy sammy tell wood
Sammy - Sammy is easier to tell the difference because it made it out of different thing.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",because difference different easier is it it made of out sammy sammy tell the thing to,sammy sammy easier tell difference different thing,difference different easier sammy sammy tell thing,sammi sammi easier tell differ differ thing,differ differ easier sammi sammi tell thing,sammy sammy easier tell difference different thing,difference different easier sammy sammy tell thing
Sammy - Because if you put just wood stuff you will not be able to tell what it is.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",able be because if is it just not put sammy stuff tell to what will wood you you,sammy wood stuff able tell,able sammy stuff tell wood,sammi wood stuff abl tell,abl sammi stuff tell wood,sammy wood stuff able tell,able sammy stuff tell wood
Sammy - It is Sammy.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",is it sammy sammy,sammy sammy,sammy sammy,sammi sammi,sammi sammi,sammy sammy,sammy sammy
Nathaniel - Because bigger stuff wood blocks.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",because bigger blocks nathaniel stuff wood,nathaniel bigger stuff wood blocks,bigger blocks nathaniel stuff wood,nathaniel bigger stuff wood block,bigger block nathaniel stuff wood,nathaniel bigger stuff wood block,bigger block nathaniel stuff wood
Nathaniel - Because the thing will be big or small.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",be because big nathaniel or small the thing will,nathaniel thing big small,big nathaniel small thing,nathaniel thing big small,big nathaniel small thing,nathaniel thing big small,big nathaniel small thing
Sammy - Because they are all different kinds of material.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all are because different kinds material of sammy they,sammy different kinds material,different kinds material sammy,sammi differ kind materi,differ kind materi sammi,sammy different kind material,different kind material sammy
Sammy - Because they all are different sound with Sammy but Nathaniel make all the same sounds.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all all are because but different make nathaniel same sammy sammy sound sounds the they with,sammy different sound sammy nathaniel sounds,different nathaniel sammy sammy sound sounds,sammi differ sound sammi nathaniel sound,differ nathaniel sammi sammi sound sound,sammy different sound sammy nathaniel sound,different nathaniel sammy sammy sound sound
"Because Sammy used lots of different objects, plastic, metal, wood, Nathaniel thinks you should use the same object, just different shapes.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",because different different just lots metal nathaniel object objects of plastic same sammy shapes should the thinks use used wood you,sammy lots different objects plastic metal wood nathaniel thinks use object different shapes,different different lots metal nathaniel object objects plastic sammy shapes thinks use wood,sammi lot differ object plastic metal wood nathaniel think use object differ shape,differ differ lot metal nathaniel object object plastic sammi shape think use wood,sammy lot different object plastic metal wood nathaniel think use object different shape,different different lot metal nathaniel object object plastic sammy shape think use wood
Sammy - Because it is all kinds of stuff and Nathaniel is all wood it is hard to tell.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all all and because hard is is is it it kinds nathaniel of sammy stuff tell to wood,sammy kinds stuff nathaniel wood hard tell,hard kinds nathaniel sammy stuff tell wood,sammi kind stuff nathaniel wood hard tell,hard kind nathaniel sammi stuff tell wood,sammy kind stuff nathaniel wood hard tell,hard kind nathaniel sammy stuff tell wood
"Sammy - Sammy's is easier because Sammy's idea has metal, plastic, and wood so it would be easier to discriminate the properties of the objects.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and be because discriminate easier easier has idea is it metal objects of plastic properties sammy sammys sammys so the the to wood would,sammy sammys easier sammys idea metal plastic wood easier discriminate properties objects,discriminate easier easier idea metal objects plastic properties sammy sammys sammys wood,sammi sammi easier sammi idea metal plastic wood easier discrimin properti object,discrimin easier easier idea metal object plastic properti sammi sammi sammi wood,sammy sammys easier sammys idea metal plastic wood easier discriminate property object,discriminate easier easier idea metal object plastic property sammy sammys sammys wood
"Sammy - Because plastic, metal, and wood are different materials. And Nathaniel's code would be harder.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and and are be because code different harder materials metal nathaniels plastic sammy wood would,sammy plastic metal wood different materials nathaniels code harder,code different harder materials metal nathaniels plastic sammy wood,sammi plastic metal wood differ materi nathaniel code harder,code differ harder materi metal nathaniel plastic sammi wood,sammy plastic metal wood different material nathaniels code harder,code different harder material metal nathaniels plastic sammy wood
Nathaniel - Because they are all different shapes and sizes so they are easier to discriminate.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all and are are because different discriminate easier nathaniel shapes sizes so they they to,nathaniel different shapes sizes easier discriminate,different discriminate easier nathaniel shapes sizes,nathaniel differ shape size easier discrimin,differ discrimin easier nathaniel shape size,nathaniel different shape size easier discriminate,different discriminate easier nathaniel shape size
Sammy's - Because the blocks are made of different things instead of just wood and wood sounds the same.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and are because blocks different instead just made of of same sammys sounds the the things wood wood,sammys blocks different things instead wood wood sounds,blocks different instead sammys sounds things wood wood,sammi block differ thing instead wood wood sound,block differ instead sammi sound thing wood wood,sammys block different thing instead wood wood sound,block different instead sammys sound thing wood wood
Sammy - Because Sammy has all different things. And it is easy to discriminate.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all and because different discriminate easy has is it sammy sammy things to,sammy sammy different things easy discriminate,different discriminate easy sammy sammy things,sammi sammi differ thing easi discrimin,differ discrimin easi sammi sammi thing,sammy sammy different thing easy discriminate,different discriminate easy sammy sammy thing
Sammy - Because they to are not the same sounds.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",are because not same sammy sounds the they to,sammy sounds,sammy sounds,sammi sound,sammi sound,sammy sound,sammy sound
Both - Because wooden blocks are just like Sammy's blocks.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",are because blocks blocks both just like sammys wooden,wooden blocks like sammys blocks,blocks blocks like sammys wooden,wooden block like sammi block,block block like sammi wooden,wooden block like sammys block,block block like sammys wooden
Sammy - Because they all sound different and blocks sound the same.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all and because blocks different same sammy sound sound the they,sammy sound different blocks sound,blocks different sammy sound sound,sammi sound differ block sound,block differ sammi sound sound,sammy sound different block sound,block different sammy sound sound
Sammy - Because Sammy idea is right different sounds is different thing and makes the other person do not know it.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and because different different do idea is is it know makes not other person right sammy sammy sounds the thing,sammy sammy idea right different sounds different thing makes person know,different different idea know makes person right sammy sammy sounds thing,sammi sammi idea right differ sound differ thing make person know,differ differ idea know make person right sammi sammi sound thing,sammy sammy idea right different sound different thing make person know,different different idea know make person right sammy sammy sound thing
Sammy's - I choose Sammy's because the sounds sound different.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",because choose different i sammys sammys sound sounds the,sammys choose sammys sounds sound different,choose different sammys sammys sound sounds,sammi choos sammi sound sound differ,choos differ sammi sammi sound sound,sammys choose sammys sound sound different,choose different sammys sammys sound sound
Sammy - I think Sammy is better because it make a really hard code. Nathaniel does not makes a hard code.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",a a because better code code does hard hard i is it make makes nathaniel not really sammy sammy think,sammy think sammy better hard code nathaniel makes hard code,better code code hard hard makes nathaniel sammy sammy think,sammi think sammi better hard code nathaniel make hard code,better code code hard hard make nathaniel sammi sammi think,sammy think sammy better hard code nathaniel make hard code,better code code hard hard make nathaniel sammy sammy think
Sammy - If you do not know what the thing then you need.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",do if know need not sammy the then thing what you you,sammy know thing need,know need sammy thing,sammi know thing need,know need sammi thing,sammy know thing need,know need sammy thing
Sammy - Because he uses a lot of different items.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",a because different he items lot of sammy uses,sammy uses lot different items,different items lot sammy uses,sammi use lot differ item,differ item lot sammi use,sammy us lot different item,different item lot sammy us
"Sammy - Because you can tell the difference of metal, plastic, and wood. You know it is ding for metal and bom for plastic and hock for wood.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and and and because bom can difference ding for for for hock is it know metal metal of plastic plastic sammy tell the wood wood you you,sammy tell difference metal plastic wood know ding metal bom plastic hock wood,bom difference ding hock know metal metal plastic plastic sammy tell wood wood,sammi tell differ metal plastic wood know ding metal bom plastic hock wood,bom differ ding hock know metal metal plastic plastic sammi tell wood wood,sammy tell difference metal plastic wood know ding metal bom plastic hock wood,bom difference ding hock know metal metal plastic plastic sammy tell wood wood
Nathaniel - I choose Nathaniel because his idea sounds better than Sammy's because using other kinds of block might be a bad idea.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",a bad be because because better block choose his i idea idea kinds might nathaniel nathaniel of other sammys sounds than using,nathaniel choose nathaniel idea sounds better sammys kinds block bad idea,bad better block choose idea idea kinds nathaniel nathaniel sammys sounds,nathaniel choos nathaniel idea sound better sammi kind block bad idea,bad better block choos idea idea kind nathaniel nathaniel sammi sound,nathaniel choose nathaniel idea sound better sammys kind block bad idea,bad better block choose idea idea kind nathaniel nathaniel sammys sound
"Sammy's - Sammy's method is easier because plastic, metal, and wood sound different and Nathaniel's method is not that easy because she is using wood and sound the same.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and and and because because different easier easy is is is metal method method nathaniels not plastic same sammys sammys she sound sound that the using wood wood,sammys sammys method easier plastic metal wood sound different nathaniels method easy wood sound,different easier easy metal method method nathaniels plastic sammys sammys sound sound wood wood,sammi sammi method easier plastic metal wood sound differ nathaniel method easi wood sound,differ easi easier metal method method nathaniel plastic sammi sammi sound sound wood wood,sammys sammys method easier plastic metal wood sound different nathaniels method easy wood sound,different easier easy metal method method nathaniels plastic sammys sammys sound sound wood wood
Sammy - Because if you know the sound that you hear it before.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",because before hear if it know sammy sound that the you you,sammy know sound hear,hear know sammy sound,sammi know sound hear,hear know sammi sound,sammy know sound hear,hear know sammy sound
Sammy - Sammy will make it easier because you can tell the sound of blocks and the sound of metal.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and because blocks can easier it make metal of of sammy sammy sound sound tell the the will you,sammy sammy easier tell sound blocks sound metal,blocks easier metal sammy sammy sound sound tell,sammi sammi easier tell sound block sound metal,block easier metal sammi sammi sound sound tell,sammy sammy easier tell sound block sound metal,block easier metal sammy sammy sound sound tell
Sammy - Because when you drop something in the drop chamber it will be making sound.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",be because chamber drop drop in it making sammy something sound the when will you,sammy drop drop chamber making sound,chamber drop drop making sammy sound,sammi drop drop chamber make sound,chamber drop drop make sammi sound,sammy drop drop chamber making sound,chamber drop drop making sammy sound
"Sammy's - Because if you use wooden blocks, then it all sound the same and it is difficult to tell which is which.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",all and because blocks difficult if is is it it same sammys sound tell the then to use which which wooden you,sammys use wooden blocks sound difficult tell,blocks difficult sammys sound tell use wooden,sammi use wooden block sound difficult tell,block difficult sammi sound tell use wooden,sammys use wooden block sound difficult tell,block difficult sammys sound tell use wooden
Sammy's - Because you are going to hear the difference easier.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",are because difference easier going hear sammys the to you,sammys going hear difference easier,difference easier going hear sammys,sammi go hear differ easier,differ easier go hear sammi,sammys going hear difference easier,difference easier going hear sammys
Nathaniel - Because it would be easier to use different shapes and sizes to detect sounds.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and be because detect different easier it nathaniel shapes sizes sounds to to use would,nathaniel easier use different shapes sizes detect sounds,detect different easier nathaniel shapes sizes sounds use,nathaniel easier use differ shape size detect sound,detect differ easier nathaniel shape size sound use,nathaniel easier use different shape size detect sound,detect different easier nathaniel shape size sound use
Sammy - Because with this method you can get used to sounds.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",because can get method sammy sounds this to used with you,sammy method sounds,method sammy sounds,sammi method sound,method sammi sound,sammy method sound,method sammy sound
Sammy - Because they are different and different material.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and are because different different material sammy they,sammy different different material,different different material sammy,sammi differ differ materi,differ differ materi sammi,sammy different different material,different different material sammy
"Sammy - Because he wanted to use plastic, metal, and wood.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and because he metal plastic sammy to use wanted wood,sammy wanted use plastic metal wood,metal plastic sammy use wanted wood,sammi want use plastic metal wood,metal plastic sammi use want wood,sammy wanted use plastic metal wood,metal plastic sammy use wanted wood
Sammy - Because you could know what is the difference of sounds.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",because could difference is know of sammy sounds the what you,sammy know difference sounds,difference know sammy sounds,sammi know differ sound,differ know sammi sound,sammy know difference sound,difference know sammy sound
"Nathaniel - Because wood is one material wood, plastic and other materials.",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,0,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",and because is material materials nathaniel one other plastic wood wood,nathaniel wood material wood plastic materials,material materials nathaniel plastic wood wood,nathaniel wood materi wood plastic materi,materi materi nathaniel plastic wood wood,nathaniel wood material wood plastic material,material material nathaniel plastic wood wood
Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,1,124,"Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.",different different different make make materials sammys similar size sounds sounds very very wood would would,sammys different materials different sounds different size wood similar sounds,different different different materials sammys similar size sounds sounds wood,sammi differ materi differ sound differ size wood similar sound,differ differ differ materi sammi similar size sound sound wood,sammys different material different sound different size wood similar sound,different different different material sammys similar size sound sound wood
