student_answer,teacher_answer,label,index
Let it sit for a day and if there was a grease spot that is how she would find out.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,0,1
"By the time 2 days are up both indicators will have a grease spot, both representing a walnut and a peanut the one with the biggest grease spot has the most fat.",Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
She will get the results with the biggest grease spot. For the most fat.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
Then she will know that walnut or peanuts has more fat.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,0,1
Anna will measure the grease spot then she will figure out which one has more fat.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
"By waiting for 2 days from morning until night, then you will see which one is fattier.",Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,0,1
Peanut has more than walnut.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,0,1
The brown paper will look wet and that will tell you which one has more fat in them.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
The more grease the more fat there is.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
You get grid paper and put it on the grease spot and count the square in the grease spot.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
It will show a grease spot. Then you get a graph paper then it will show how many percent it has.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
On your indicator whichever had more grease spots.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,0,1
Look at the grease marks.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,0,1
You take the grid chart over each food sample and count the squares that is filled with grease marks.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
The grease marks will show her which one has more fat.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
Anna will know which food has more fat by the grease spots on the brown paper.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
The one that has more grease will have more fat.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
First you need a square centimeter chart. Put it in the circle and add them. The cross that are half add them to each other.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,0,1
They should see which has more grease.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,1,1
Lay the crushed walnuts and peanuts on brown paper.,Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.,0,1
"Putting the bag of yeast, warm whatever the food sample you are tasting.",Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
Whichever food has the most carbohydrates has more sugar. And that is how she will know her results.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
Finally Susan will have to get a volume tube put the bag in it and press down. Then you are done.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
Susan will know which food contains the most sugar by how high the volume tube goes. Look at the one with the highest number or highest volume tube.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
If one puff up more that means that it has sugar in it.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
She will know because the bag that was highest in the volume tube when pressing down has the most sugar.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
The number that is higher when you put the bags in them push until pressure has more sugar.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
By how much carbon dioxide. The fattest bag.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
"When the volume tube shows that the food has more carbon dioxide in it, that means that food has the most sugar.",Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
By the volume tube how much carbon dioxide. The more carbon dioxide the more sugar.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
Whichever bag has the highest recording has the most sugar.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
She will know because one bag will be different.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
If how much carbon dioxide there is in the volume tube.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
The food with most carbon dioxide has the most sugar.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
Susan will know which food contains the most sugar seeing which one has the most carbon dioxide.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
The bag with the most carbon dioxide has the most sugar in it.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
"The food that has the most, carbon dioxide, carbon dioxide has the most sugar.",Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
When the timer stop for 10 minutes put the baggie into the volume tube to see which food had the most sugar.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
She will know which one has the most sugar by measuring the volume and if the food has a lot of sugar. You will see it because it will have a lot of carbon dioxide in the bag.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
She will know how much sugar does one have by looking at the bags. If one has a lot of air then that one produces more sugar.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
The yeast will react and the bag is going to fill up with and measure it with air and measure it with a volume measure.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
The one that has the most sugar is inflated and fat.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
I will have big grease stain.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
The more sugar the more carbon dioxide and the more carbon dioxide the bigger the volume.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
Maybe by using the value shared.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
Compare the bags and see which one has the most gas in the bag. The one that has the most has the most carbohydrates or sugar.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
"The more air in the bag, the more sugar.",Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
"Compare the bags to see which bag has more carbon dioxide in it 50, the more carbon dioxide in the bag the more sugar the food has.",Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
She would know by the volume tube.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
The more carbon dioxide the more sugar.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
Whichever one has the most carbon dioxide in the baggy has the most carbohydrates.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
Whatever has the most milliliters of poop will have the most sugar.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
The one without the fat spot.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
Whichever food item has the highest number. The highest one is the one with more sugar in it.,Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,0,37
"There will be more, bubbles, gas than the other.",Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,1,37
"No, because with pure sugar is higher than 200 milliliters and Fruity Cream cookies is 150 milliliters.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
They are not pure sugar. My evidence is pure sugar has 200 milliliters. They only have 150.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
I think yes and no because cookies are not just pure sugar they are sweet as well so they do have sugar but not a whole lot of sugar.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
Fruity Cream cookies is not pure sugar because it would be as high as the volume tube with pure sugar.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
No because the Fruity Cream cookies are only 150 milliliters while pure sugar is 200 milliliters.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"No, they are not pure sugar because the pure sugar is 200 milliliters and the cookie Is 150 milliliters.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"No, Fruity Cream cookies have 150 milliliters of carbon dioxide and pure sugar has 200 milliliters carbon dioxide.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"No but they do have sugar. If it was pure sugar, it would be 200 milliliters not 150 milliliters like it is.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
No because the experiment tells so cookies have 150 while sugar has 200.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
No because they had less carbon dioxide than the pure sugar did.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"Fruity Cream cookies are not pure sugar because if it was pure sugar, it would be just like the pure sugar in other tube.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
Fruity Cream cookies are not pure sugar. I know this because if the Fruity Cream cookies were pure sugar the volume tube would read the same.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
The Fruity Cream is not pure sugar because the cookie amount of milliliters does not meet the amount of milliliters in pure sugar.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
Finally Cream cookies are not pure sugar I know that because.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
No because on the diagram it shows pure sugar is more than Fruity Cream cookies.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
No Fruity Cream cookies are not pure sugar because it is fruity. Fruity means it is fruit.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
Yes because Fruity Cream cookies have sugar.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
They are almost pure sugar because they column tube on the left is above 200 milliliters and the one on the right is below.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"No, because they have less carbon dioxide than pure sugar.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"No, Fruity Cream is not pure sugar the chart says that the cookies are at 150 milliliters and pure sugar is 200 milliliters.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"Fruity Cream cookies are pure sugar, because the volume tube tells if it has sugar and it has sugar because it is sweet.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
"No, because on the top it has the name of the cookies and it shows how much sugar it has in it.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
"No, because there is fruit and fruit does not have that much sugar.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
"No, because the pictures on the right show you that the cookies have less.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
"Yes, my evidence is that Diva's father said that they were pure sugar.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
"No, Fruity Cream cookies are not pure sugar because if you compare it the cookies are not the same mass.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
"No, Fruity Cream cookies are not pure sugar because they are not 4 grams.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
No they are not pure sugar if it was it would pass 350 milliliters.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"No, Fruity Cream cookies are not pure sugar because pure sugar is about 200 and Fruity Cream cookies are at least 150 milliliters.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"No, Fruity Cream cookies is not pure sugar because pure sugar is 200 milliliters and Fruity Cream cookies is less than 200 milliliters.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"No, Fruity Cream cookies are not pure sugar. My evidence was, pure sugar result were 200 milliliters and the cookies were 150.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
"No, they are not put sugar because when she put the cookies in the volume measure it was not to the highest number.","No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
Fruity Cream cookies have a lot of pure sugar and the cream cookies have less sugar.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
Fruity Cream cookies are not pure sugar and my evidence is that pure sugar is 200 milliliters but Fruity Cream cookies is only 150 milliliters.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",1,9
Yes because cookies has a lot of sugar in it.,"No, Fruity cream cookies are not pure sugar. The cookies did not produce as much gas as was produced by the pure sugar.",0,9
Diva needed to test pure sugar so that she could make sure Fruity Cream cookies did not have as much carbon dioxide as pure sugar to see if her dad was wrong.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,1,114
Diva needed to test pure sugar because that is how much she is eating with the cookies. So it is not good to have too much or else she will have diabetes.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
Susan will know which food contains the most sugar when the tube with bag inside can stop all the way to the top.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
"Tube, warm water 50 milliliters, 40 to 50 bag syringe, yeast, tube, testing food, measuring utensils.",Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
Diva needed to test pure sugar so he know if the cookies was pure sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,1,114
Because her dad said the cookies were pure sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
Because Diva's dad said they were pure sugar and so Diva investigated both to see what one had more sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
So she could prove that cream fruit cookies had less than pure sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
To see if it as in the cookies was exactly pure sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
"A volume tube, yeast, water, and a warm bath.",Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
To compare pure sugar and Fruity Cream cookies.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
The one with the most carbon dioxide in the volume tube has the most sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,1,114
"Diva needed to test pure sugar because if she just tested Fruity Cream cookies, she would have no proof of them having less milliliters than pure sugar.",Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,1,114
To see if pure sugar was the same as Fruity Cream cookies.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
Because she wanted to know how much sugar it has.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
"She needed to test the pure sugar because she needed a controlled variable because if she did not, she would not know how much sugar is in sugar and she cannot compare the cookies and the sugar.",Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,1,114
So she could compare the results and see if they are the same.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,1,114
Diva needed to test pure sugar as a control to compare with the Fruity Cream cookie.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,1,114
To see what Fruity Cream cookies percentage from real sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
Because her dad does not want to eat that much sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
She needed to test pure sugar to find out if Fruity Cream Cookies are pure sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,1,114
To see how much sugar it really has.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
To see which one has the more sugar to compare with the Fruity Cream cookies.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
She tested pure sugar because she needed something to go against with the cookies.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,1,114
To see what has more sugar than Fruity Cream cookies.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
She needed to compare if Fruity Cream cookies is pure sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
She needed to test pure sugar because then there would be nothing to compare with.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
To show her dad the cookies are not equal to pure sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
So she could see which one has more sugar than the other. Then she can see which one has less sugar and she can eat that one.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
Diva needed to test pure sugar because her dad said to not eat that many cookies because they are pure sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
To see if Fruity Cream cookies was pure sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
So she can prove to her dad that the cookies are not pure sugar. So she can have Fruity Cream Cookies.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
Diva needed to test pure sugar because she needed to see if pure sugar itself had more or less than Fruity Cream cookies.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
Because if she did not know it she would not know how much it was or if they were the same.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,1,114
So she can compare them or else she could not compare the amounts.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
So she can see the difference of the pure sugar and regular sugar.,Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.,0,114
Carbon Dioxide carbon dioxide.,The food contains sugar.,0,14
There is sugar in the mixture.,The food contains sugar.,1,14
The chemical reaction indicates that it has a lot of sugar in it.,The food contains sugar.,1,14
It indicates that there is acid.,The food contains sugar.,0,14
The chemical reaction indicates sugar.,The food contains sugar.,1,14
The food has sugar in it.,The food contains sugar.,1,14
"Chemical reaction means it has what you are looking for, sugar, acid, fat.",The food contains sugar.,1,14
That it contains sugar.,The food contains sugar.,1,14
That the food she tested did contain sugar.,The food contains sugar.,1,14
This chemical indicates sugar.,The food contains sugar.,1,14
It had acid.,The food contains sugar.,0,14
It indicates that sugar is in the food.,The food contains sugar.,1,14
It indicates that there is sugar in that food.,The food contains sugar.,1,14
It indicates that sugar is in the food.,The food contains sugar.,1,14
This means that there was acid and or sugar in the product.,The food contains sugar.,1,14
It indicates that it has food in it.,The food contains sugar.,0,14
It indicates there is sugar in the food.,The food contains sugar.,1,14
It indicates that there is sugar in the food.,The food contains sugar.,1,14
It indicates a sugar test to see how much sugar there is.,The food contains sugar.,1,14
It probably has a lot of acid.,The food contains sugar.,0,14
It indicates carbon dioxide.,The food contains sugar.,0,14
That is has a lot of acid and vitamin C.,The food contains sugar.,0,14
That there is sugar in the food.,The food contains sugar.,1,14
That it has a lot of acid and sugar.,The food contains sugar.,1,14
The reaction indicates that it has carbon dioxide.,The food contains sugar.,0,14
The chemical reaction indicates sugar.,The food contains sugar.,1,14
That there is acid present yeast indicates sugar.,The food contains sugar.,1,14
That the food had sugar in it and carbon dioxide.,The food contains sugar.,1,14
It indicates that the it has acid in it.,The food contains sugar.,0,14
The reaction indicates that yeast contains acid.,The food contains sugar.,0,14
The she tested sugar and it also indicates that the water was too hot.,The food contains sugar.,1,14
The chemical indicated carbon dioxide and sugar.,The food contains sugar.,1,14
It indicates how much sugar there is.,The food contains sugar.,1,14
The chemical reaction indicates how much sugar is in the food.,The food contains sugar.,1,14
That the food she tested had a lot of sugar and because she probably put sugar in it.,The food contains sugar.,1,14
This chemical reaction indicates that there is sugar presence in the sample of the food.,The food contains sugar.,1,14
Not much sugar is in the thing she is testing.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
The results tell her that acid is present.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
If it has a lot of sugar a little bit of sugar or no sugar at all.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
If the tube shoots up then the substance has acid in it.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",1,43
The test results will tell her that the one with sugar has acid. Because it bubbles up.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",1,43
That it either has sugar or it does not have sugar.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
The test results tell her how much gas is in the food.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
"If the vinegar made the baking soda react it would shoot carbon dioxide into the pusher, then she needs to write down how many milliliters of carbon dioxide there is.","If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
Her test results would tell her what had more sugar in it.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
"If the syringe went up at all, that means the food contains acid. We already know that the food contains sugar because it fizzed.","If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",1,43
The more carbon dioxide the more carbon dioxide it has in it.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
If it had acid and how much sugar.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
Vitamin C or acid.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
How much acid and or sugar there is.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
"If the syringe goes way up it has a lot of acid, if not has a little or none.","If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",1,43
The results would tell her how much acid was in the substance.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
It will tell her if there is a lot or not a lot of sugar in the food.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
The amount of acid in the food.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
If the food contains acid and how much.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
That whatever she test has more acid or sugar.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
I was not here when we did it.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
The results will tell her the amount of acid and sugar.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
The end or final will go white after it.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
How much sugar and acid there is.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
That there was sugar in the cookie.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
The results will tell her how much sugar the pizza has or acid.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
"The results would tell her how much sugar, carbon dioxide, there is in the bag.","If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
The results will tell her how much vitamin C it in her test.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
It would show her how to check for acid.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
Her results will tell her how much acid is in the juice. The more carbon dioxide or gas the more acid it has.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",1,43
The syringe will go up and will tell you how many milliliters.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
"It would tell her that how much acid is in lemon, lime, or tangerine.","If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
If the syringe goes up that means there is acid in the food.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",1,43
The test results would tell her that the food substance that fizzed and bubbled the most has the most sugar.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
It would tell her that the one which bubbled up most must have acid or sugar.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",1,43
That is how much acid or sugar it has.,"If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.",0,43
I think Overly Orange juice because it took less drops.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
"Overly Orange, OO, has more because it has less drops. Luscious Lemon does not have as much as OO because of the drops.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
"Overly Orange contains higher concentration because the one with the least drops contains most vitamin C. Orange 8, Lemon 13.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
"Overly Orange contains a higher concentration of vitamin C. The evidence is because if the juice becomes clear with less drops of vitamin C, it means that the vitamin C is strong in that juice.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Overly Orange because orange does contain more color.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
Overly Orange because it took fewer drops than Luscious Lemon.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Overly Orange contains more vitamin C because they put less drops of Overly into the container.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
No because if it does not go clear it has no vitamin C.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
"Overly Orange contains a higher concentration of vitamin C, because it took less drops to change the color.",Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
Overly contains a higher amount of vitamin C in it because it took less indophenol to turn the colored juice clear.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,0,108
Overly Orange because it took the least amount of drops to turn clear.,Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.,1,108
